age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income,age_group,workclass_simplified,marital_status_type,capital_diff,hours_per_week_group,native_country_grouped,education_num_log
41.0,3,15,10.0,2,2,0,0,1,0.0,0.0,50.0,1,0,3,0,0.0,1,3,2.3978952727983707
36.0,3,11,9.0,2,0,0,1,1,0.0,0.0,40.0,0,0,3,0,0.0,0,4,2.302585092994046
41.0,1,9,13.0,2,9,5,4,0,0.0,0.0,32.5,0,0,1,0,0.0,0,3,2.6390573296152584
27.0,3,11,9.0,4,0,1,4,1,0.0,0.0,40.0,0,0,3,1,0.0,0,3,2.302585092994046
42.0,5,15,10.0,2,4,0,4,1,0.0,0.0,52.5,0,0,5,0,0.0,1,3,2.3978952727983707
27.0,3,8,11.0,4,0,3,4,0,0.0,0.0,35.0,0,0,3,1,0.0,0,3,2.4849066497880004
41.0,3,11,9.0,0,10,3,4,1,0.0,0.0,40.0,0,0,3,1,0.0,0,3,2.302585092994046
32.0,3,9,13.0,2,3,2,1,0,0.0,0.0,40.0,1,0,3,0,0.0,0,4,2.6390573296152584
21.0,3,15,10.0,4,0,3,1,1,0.0,0.0,32.5,0,3,3,1,0.0,0,3,2.3978952727983707
44.0,3,9,13.0,2,3,0,2,1,0.0,0.0,50.0,1,0,3,0,0.0,1,3,2.6390573296152584
29.0,3,9,13.0,4,3,3,4,1,0.0,0.0,40.0,0,0,3,1,0.0,0,3,2.6390573296152584
19.0,5,15,10.0,4,7,3,4,0,0.0,0.0,32.5,0,3,5,1,0.0,0,3,2.3978952727983707
21.0,1,15,10.0,4,0,3,4,1,0.0,0.0,40.0,0,3,1,1,0.0,0,4,2.3978952727983707
46.0,3,11,9.0,2,13,0,4,1,0.0,0.0,40.0,0,1,3,0,0.0,0,3,2.302585092994046
38.0,3,9,13.0,2,3,0,4,1,0.0,0.0,52.5,1,0,3,0,0.0,1,3,2.6390573296152584
43.0,3,15,10.0,4,0,4,4,1,0.0,0.0,48.0,1,0,3,1,0.0,1,3,2.3978952727983707
54.0,4,11,9.0,2,11,0,4,1,0.0,0.0,50.0,1,1,4,0,0.0,1,3,2.302585092994046
38.0,3,12,14.0,2,3,0,4,1,0.0,0.0,52.5,1,0,3,0,0.0,1,3,2.70805020110221
18.0,8,15,10.0,4,14,3,4,1,0.0,0.0,40.0,0,3,8,1,0.0,0,3,2.3978952727983707
50.0,3,11,9.0,2,0,5,4,0,0.0,0.0,40.0,1,1,3,0,0.0,0,3,2.302585092994046
30.0,3,8,11.0,2,9,5,4,0,0.0,0.0,36.0,1,0,3,0,0.0,0,3,2.4849066497880004
30.0,3,6,5.0,2,2,0,4,1,0.0,0.0,40.0,0,0,3,0,0.0,0,3,1.791759469228055
28.0,1,11,9.0,4,3,4,0,0,0.0,0.0,35.0,0,0,1,1,0.0,0,3,2.302585092994046
26.0,3,8,11.0,4,0,1,4,0,0.0,0.0,45.0,0,0,3,1,0.0,1,3,2.4849066497880004
37.0,0,15,10.0,2,2,0,4,1,0.0,0.0,43.0,0,0,0,0,0.0,1,3,2.3978952727983707
32.0,3,11,9.0,2,6,0,4,1,0.0,0.0,50.0,1,0,3,0,0.0,1,3,2.302585092994046
64.0,6,12,14.0,2,9,5,4,0,0.0,0.0,32.5,1,1,6,0,0.0,0,3,2.70805020110221
18.0,3,11,9.0,4,11,3,4,0,0.0,0.0,32.5,0,3,3,1,0.0,0,3,2.302585092994046
30.0,3,15,10.0,2,0,0,4,1,0.0,0.0,32.5,0,0,3,0,0.0,0,3,2.3978952727983707
36.0,8,8,11.0,2,14,5,4,0,0.0,0.0,32.5,0,0,8,0,0.0,0,3,2.4849066497880004
18.0,3,1,7.0,4,7,2,2,1,0.0,0.0,32.5,0,3,3,1,0.0,0,3,2.0794415416798357
27.0,3,11,9.0,2,2,0,4,1,0.0,0.0,40.0,0,0,3,0,0.0,0,3,2.302585092994046
49.0,3,6,5.0,2,7,0,4,1,0.0,0.0,40.0,0,1,3,0,0.0,0,3,1.791759469228055
46.0,6,11,9.0,2,7,0,4,1,0.0,0.0,43.0,1,1,6,0,0.0,1,3,2.302585092994046
37.0,3,11,9.0,2,0,0,4,1,0.0,0.0,40.0,0,0,3,0,0.0,0,3,2.302585092994046
30.0,3,15,10.0,0,13,1,4,1,0.0,0.0,40.0,0,0,3,1,0.0,0,3,2.3978952727983707
29.0,3,11,9.0,0,9,1,3,0,0.0,0.0,32.5,0,0,3,1,0.0,0,0,2.302585092994046
22.0,8,11,9.0,4,14,3,4,1,0.0,0.0,40.0,0,3,8,1,0.0,0,1,2.302585092994046
25.0,5,11,9.0,2,4,0,4,1,0.0,0.0,32.5,0,3,5,0,0.0,0,3,2.302585092994046
38.0,3,11,9.0,5,8,4,2,0,0.0,0.0,32.5,0,0,3,1,0.0,0,3,2.302585092994046
32.0,8,9,13.0,0,14,4,4,0,0.0,0.0,40.0,0,0,8,1,0.0,0,3,2.6390573296152584
35.0,3,15,10.0,2,2,0,4,1,0.0,0.0,50.0,0,0,3,0,0.0,1,3,2.3978952727983707
56.0,3,12,14.0,2,0,0,4,1,0.0,0.0,52.5,1,1,3,0,0.0,1,3,2.70805020110221
29.0,3,15,10.0,0,3,1,4,0,0.0,0.0,40.0,0,0,3,1,0.0,0,3,2.3978952727983707
41.0,3,11,9.0,2,12,0,4,1,0.0,0.0,40.0,0,0,3,0,0.0,0,3,2.302585092994046
47.0,3,11,9.0,2,6,0,4,1,0.0,0.0,40.0,0,1,3,0,0.0,0,3,2.302585092994046
23.0,3,9,13.0,4,0,1,1,0,0.0,0.0,40.0,0,3,3,1,0.0,0,3,2.6390573296152584
46.0,5,9,13.0,2,11,0,4,1,0.0,0.0,45.0,1,1,5,0,0.0,1,3,2.6390573296152584
28.0,1,11,9.0,4,10,2,2,1,0.0,0.0,40.0,0,0,1,1,0.0,0,3,2.302585092994046
39.0,3,9,13.0,0,0,4,4,0,0.0,0.0,32.5,0,0,3,1,0.0,0,3,2.6390573296152584
42.0,5,15,10.0,2,4,5,4,0,0.0,0.0,50.0,0,0,5,0,0.0,1,3,2.3978952727983707
39.0,3,11,9.0,2,13,0,4,1,0.0,0.0,48.0,1,0,3,0,0.0,1,3,2.302585092994046
68.0,8,5,4.5,2,14,0,4,1,0.0,0.0,32.5,0,2,8,0,0.0,0,3,1.7047480922384253
37.0,4,9,13.0,2,2,0,4,1,0.0,0.0,52.5,1,0,4,0,0.0,1,3,2.6390573296152584
57.0,3,14,15.0,4,9,1,4,0,0.0,0.0,40.0,0,1,3,1,0.0,0,3,2.772588722239781
22.0,3,15,10.0,4,7,1,2,0,0.0,0.0,32.5,0,3,3,1,0.0,0,3,2.3978952727983707
24.0,3,8,11.0,4,0,1,4,1,0.0,0.0,32.5,1,3,3,1,0.0,0,3,2.4849066497880004
19.0,3,15,10.0,4,5,3,4,1,0.0,0.0,50.0,0,3,3,1,0.0,1,3,2.3978952727983707
55.0,3,7,12.0,0,11,4,2,0,0.0,0.0,32.5,0,1,3,1,0.0,0,3,2.5649493574615367
37.0,1,11,9.0,2,10,0,4,1,0.0,0.0,40.0,0,0,1,0,0.0,0,3,2.302585092994046
37.0,1,15,10.0,4,0,4,2,0,0.0,0.0,40.0,0,0,1,1,0.0,0,3,2.3978952727983707
28.0,3,9,13.0,2,7,0,4,1,0.0,0.0,50.0,0,0,3,0,0.0,1,3,2.6390573296152584
27.0,3,11,9.0,4,7,1,4,0,0.0,0.0,40.0,0,0,3,1,0.0,0,3,2.302585092994046
40.0,6,9,13.0,4,9,4,4,0,0.0,0.0,32.5,0,0,6,1,0.0,0,3,2.6390573296152584
51.0,3,11,9.0,0,8,3,4,0,0.0,0.0,40.0,0,1,3,1,0.0,0,3,2.302585092994046
52.0,3,8,11.0,2,13,0,4,1,0.0,0.0,52.5,0,1,3,0,0.0,1,3,2.4849066497880004
74.0,8,15,10.0,6,14,1,4,0,0.0,0.0,32.5,0,2,8,1,0.0,0,3,2.3978952727983707
49.0,4,15,10.0,2,3,0,4,1,0.0,0.0,50.0,1,1,4,0,0.0,1,3,2.3978952727983707
20.0,8,15,10.0,4,14,3,4,0,0.0,0.0,40.0,0,3,8,1,0.0,0,3,2.3978952727983707
40.0,0,15,10.0,0,0,1,4,0,0.0,0.0,50.0,0,0,0,1,0.0,1,3,2.3978952727983707
78.0,3,15,10.0,4,9,1,4,1,0.0,0.0,52.5,0,2,3,1,0.0,1,3,2.3978952727983707
63.0,3,15,10.0,2,10,0,4,1,0.0,0.0,40.0,0,1,3,0,0.0,0,3,2.3978952727983707
63.0,3,11,9.0,0,13,4,4,1,0.0,0.0,45.0,1,1,3,1,0.0,1,3,2.302585092994046
51.0,3,15,10.0,0,0,4,4,0,0.0,0.0,40.0,0,1,3,1,0.0,0,3,2.3978952727983707
23.0,3,11,9.0,4,0,1,4,0,0.0,0.0,40.0,0,3,3,1,0.0,0,3,2.302585092994046
66.0,5,11,9.0,6,2,1,4,1,0.0,0.0,32.5,0,2,5,1,0.0,0,3,2.302585092994046
33.0,5,11,9.0,2,11,0,4,1,0.0,0.0,52.5,0,0,5,0,0.0,1,3,2.302585092994046
49.0,3,11,9.0,2,2,0,4,1,0.0,0.0,43.0,0,1,3,0,0.0,1,3,2.302585092994046
20.0,3,15,10.0,4,13,1,4,1,0.0,0.0,32.5,0,3,3,1,0.0,0,3,2.3978952727983707
33.0,4,7,12.0,2,3,0,4,1,0.0,0.0,52.5,1,0,4,0,0.0,1,3,2.5649493574615367
26.0,3,15,10.0,1,10,0,4,1,0.0,0.0,40.0,0,0,3,0,0.0,0,3,2.3978952727983707
52.0,3,11,9.0,2,3,0,4,1,0.0,0.0,50.0,1,1,3,0,0.0,1,3,2.302585092994046
33.0,3,9,13.0,2,3,0,4,1,0.0,0.0,50.0,1,0,3,0,0.0,1,3,2.6390573296152584
47.0,3,9,13.0,0,11,1,4,1,0.0,0.0,45.0,0,1,3,1,0.0,1,3,2.6390573296152584
23.0,3,11,9.0,4,3,3,2,1,0.0,0.0,52.5,0,3,3,1,0.0,1,3,2.302585092994046
53.0,0,7,12.0,2,0,0,4,1,0.0,0.0,40.0,0,1,0,0,0.0,0,3,2.5649493574615367
19.0,3,15,10.0,4,7,3,4,1,0.0,0.0,32.5,0,3,3,1,0.0,0,3,2.3978952727983707
26.0,0,15,10.0,4,2,1,4,1,0.0,0.0,40.0,0,0,0,1,0.0,0,3,2.3978952727983707
53.0,3,5,4.5,2,13,0,4,1,0.0,0.0,52.5,1,1,3,0,0.0,1,3,1.7047480922384253
65.0,3,11,9.0,4,6,1,4,1,0.0,0.0,32.5,0,1,3,1,0.0,0,3,2.302585092994046
68.0,3,9,13.0,2,13,0,4,1,0.0,0.0,32.5,0,2,3,0,0.0,0,3,2.6390573296152584
30.0,3,0,6.0,4,11,2,4,1,0.0,0.0,32.5,0,0,3,1,0.0,0,4,1.9459101490553132
28.0,3,1,7.0,2,2,0,4,1,0.0,0.0,45.0,0,0,3,0,0.0,1,3,2.0794415416798357
54.0,1,0,6.0,2,10,0,4,1,0.0,0.0,45.0,0,1,1,0,0.0,1,3,1.9459101490553132
30.0,3,11,9.0,4,7,3,4,1,0.0,0.0,32.5,0,0,3,1,0.0,0,3,2.302585092994046
22.0,3,15,10.0,4,0,3,4,1,0.0,0.0,50.0,0,3,3,1,0.0,1,3,2.3978952727983707
25.0,3,11,9.0,4,7,3,4,1,0.0,0.0,32.5,0,3,3,1,0.0,0,3,2.302585092994046
19.0,3,1,7.0,4,7,2,4,1,0.0,0.0,32.5,0,3,3,1,0.0,0,3,2.0794415416798357
19.0,8,15,10.0,4,14,3,4,0,0.0,0.0,35.0,0,3,8,1,0.0,0,3,2.3978952727983707
32.0,0,14,15.0,2,9,0,4,1,0.0,0.0,40.0,1,0,0,0,0.0,0,3,2.772588722239781
23.0,3,9,13.0,4,3,3,4,0,0.0,0.0,40.0,0,3,3,1,0.0,0,3,2.6390573296152584
51.0,1,9,13.0,2,9,0,4,1,0.0,0.0,45.0,0,1,1,0,0.0,1,3,2.6390573296152584
25.0,3,15,10.0,2,11,0,4,1,0.0,0.0,44.0,1,3,3,0,0.0,1,3,2.3978952727983707
46.0,1,9,13.0,4,9,1,2,0,0.0,0.0,40.0,0,1,1,1,0.0,0,3,2.6390573296152584
38.0,3,15,10.0,0,12,4,4,0,0.0,0.0,50.0,0,0,3,1,0.0,1,3,2.3978952727983707
26.0,6,11,9.0,2,10,0,1,1,0.0,0.0,40.0,1,0,6,0,0.0,0,3,2.302585092994046
46.0,3,11,9.0,0,9,1,4,0,0.0,0.0,40.0,0,1,3,1,0.0,0,3,2.302585092994046
25.0,3,9,13.0,4,9,1,4,0,0.0,0.0,40.0,0,3,3,1,0.0,0,3,2.6390573296152584
20.0,3,15,10.0,4,7,3,4,0,0.0,0.0,32.5,0,3,3,1,0.0,0,3,2.3978952727983707
29.0,1,12,14.0,2,9,2,4,1,0.0,0.0,35.0,0,0,1,0,0.0,0,3,2.70805020110221
51.0,4,12,14.0,2,3,0,4,1,0.0,0.0,50.0,1,1,4,0,0.0,1,3,2.70805020110221
40.0,3,15,10.0,2,2,0,4,1,0.0,0.0,52.0,0,0,3,0,0.0,1,3,2.3978952727983707
24.0,3,15,10.0,4,0,1,4,0,0.0,0.0,40.0,0,3,3,1,0.0,0,3,2.3978952727983707
24.0,5,9,13.0,4,4,4,4,1,0.0,0.0,50.0,0,3,5,1,0.0,1,3,2.6390573296152584
31.0,3,8,11.0,2,7,5,0,0,0.0,0.0,32.5,0,0,3,0,0.0,0,1,2.4849066497880004
54.0,8,11,9.0,0,14,1,4,0,0.0,0.0,32.5,0,1,8,1,0.0,0,3,2.302585092994046
34.0,3,7,12.0,5,2,1,4,1,0.0,0.0,52.5,0,0,3,1,0.0,1,3,2.5649493574615367
19.0,3,15,10.0,4,4,3,4,1,0.0,0.0,52.5,0,3,3,1,0.0,1,3,2.3978952727983707
21.0,3,11,9.0,4,13,3,2,1,0.0,0.0,40.0,0,3,3,1,0.0,0,3,2.302585092994046
21.0,3,0,6.0,2,4,0,4,1,0.0,0.0,52.5,0,3,3,0,0.0,1,3,1.9459101490553132
23.0,3,15,10.0,2,13,0,4,1,0.0,0.0,32.5,0,3,3,0,0.0,0,3,2.3978952727983707
37.0,0,15,10.0,4,2,1,4,1,0.0,0.0,40.0,0,0,0,1,0.0,0,3,2.3978952727983707
40.0,3,12,14.0,2,3,0,4,1,0.0,0.0,46.0,1,0,3,0,0.0,1,3,2.70805020110221
57.0,3,11,9.0,2,7,0,4,1,0.0,0.0,32.5,0,1,3,0,0.0,0,3,2.302585092994046
48.0,3,9,13.0,2,9,0,4,1,0.0,0.0,40.0,1,1,3,0,0.0,0,3,2.6390573296152584
24.0,3,1,7.0,2,13,0,1,1,0.0,0.0,40.0,0,3,3,0,0.0,0,4,2.0794415416798357
43.0,3,15,10.0,2,9,0,4,1,0.0,0.0,40.0,0,0,3,0,0.0,0,3,2.3978952727983707
32.0,8,9,13.0,4,14,1,4,0,0.0,0.0,32.5,0,0,8,1,0.0,0,5,2.6390573296152584
40.0,3,11,9.0,4,7,1,4,0,0.0,0.0,40.0,0,0,3,1,0.0,0,3,2.302585092994046
52.0,4,14,15.0,2,9,0,4,1,0.0,0.0,35.0,1,1,4,0,0.0,0,3,2.772588722239781
49.0,3,11,9.0,0,3,1,4,1,0.0,0.0,40.0,0,1,3,1,0.0,0,3,2.302585092994046
45.0,5,15,10.0,2,3,0,0,1,0.0,0.0,40.0,0,0,5,0,0.0,0,3,2.3978952727983707
62.0,1,11,9.0,4,2,1,4,1,0.0,0.0,40.0,0,1,1,1,0.0,0,3,2.302585092994046
29.0,3,8,11.0,2,0,0,4,1,0.0,0.0,40.0,0,0,3,0,0.0,0,3,2.4849066497880004
49.0,3,11,9.0,5,6,4,4,0,0.0,0.0,40.0,0,1,3,1,0.0,0,3,2.302585092994046
55.0,0,15,10.0,0,0,4,2,0,0.0,0.0,40.0,0,1,0,1,0.0,0,3,2.3978952727983707
20.0,8,15,10.0,4,14,3,0,1,0.0,0.0,52.5,0,3,8,1,0.0,1,3,2.3978952727983707
37.0,4,9,13.0,4,3,3,4,1,0.0,0.0,40.0,0,0,4,1,0.0,0,3,2.6390573296152584
43.0,6,9,13.0,2,0,0,4,1,0.0,0.0,40.0,1,0,6,0,0.0,0,3,2.6390573296152584
29.0,3,15,10.0,0,0,1,4,0,0.0,0.0,40.0,0,0,3,1,0.0,0,3,2.3978952727983707
44.0,3,11,9.0,2,11,5,4,0,0.0,0.0,40.0,1,0,3,0,0.0,0,3,2.302585092994046
28.0,3,15,10.0,5,12,4,4,1,0.0,0.0,40.0,1,0,3,1,0.0,0,3,2.3978952727983707
38.0,3,15,10.0,4,3,1,4,0,0.0,0.0,45.0,0,0,3,1,0.0,1,3,2.3978952727983707
45.0,3,8,11.0,2,11,0,4,1,0.0,0.0,50.0,1,0,3,0,0.0,1,3,2.4849066497880004
22.0,8,15,10.0,4,14,3,4,1,0.0,0.0,40.0,0,3,8,1,0.0,0,3,2.3978952727983707
19.0,3,15,10.0,4,7,3,4,0,0.0,0.0,32.5,0,3,3,1,0.0,0,3,2.3978952727983707
20.0,3,2,8.0,4,7,1,4,1,0.0,0.0,40.0,0,3,3,1,0.0,0,3,2.1972245773362196
60.0,3,11,9.0,2,5,0,4,1,0.0,0.0,40.0,0,1,3,0,0.0,0,3,2.302585092994046
30.0,3,11,9.0,4,11,1,4,0,0.0,0.0,40.0,0,0,3,1,0.0,0,3,2.302585092994046
22.0,3,15,10.0,4,0,1,1,1,0.0,0.0,40.0,0,3,3,1,0.0,0,5,2.3978952727983707
51.0,3,15,10.0,0,11,1,4,0,0.0,0.0,52.5,0,1,3,1,0.0,1,3,2.3978952727983707
31.0,3,9,13.0,4,9,4,2,0,0.0,0.0,40.0,0,0,3,1,0.0,0,5,2.6390573296152584
48.0,3,11,9.0,0,3,4,4,0,0.0,0.0,40.0,0,1,3,1,0.0,0,3,2.302585092994046
43.0,3,9,13.0,2,11,0,4,1,0.0,0.0,40.0,1,0,3,0,0.0,0,3,2.6390573296152584
51.0,1,11,9.0,0,13,4,2,1,0.0,0.0,40.0,0,1,1,1,0.0,0,3,2.302585092994046
41.0,3,8,11.0,2,12,0,4,1,0.0,0.0,48.0,1,0,3,0,0.0,1,3,2.4849066497880004
62.0,8,8,11.0,2,14,0,4,1,0.0,0.0,40.0,0,1,8,0,0.0,0,3,2.4849066497880004
50.0,6,11,9.0,2,2,0,2,1,0.0,0.0,40.0,1,1,6,0,0.0,0,3,2.302585092994046
46.0,3,11,9.0,2,11,5,4,0,0.0,0.0,40.0,1,1,3,0,0.0,0,3,2.302585092994046
54.0,3,15,10.0,2,13,0,4,1,0.0,0.0,52.5,1,1,3,0,0.0,1,3,2.3978952727983707
68.0,3,11,9.0,2,5,0,4,1,0.0,0.0,45.0,1,2,3,0,0.0,1,3,2.302585092994046
23.0,5,7,12.0,4,2,1,4,1,0.0,0.0,32.5,0,3,5,1,0.0,0,3,2.5649493574615367
49.0,3,12,14.0,4,11,1,4,0,0.0,0.0,35.0,0,1,3,1,0.0,0,3,2.70805020110221
24.0,3,0,6.0,2,5,0,4,1,0.0,0.0,40.0,0,3,3,0,0.0,0,3,1.9459101490553132
30.0,1,11,9.0,2,10,0,2,1,0.0,0.0,40.0,0,0,1,0,0.0,0,3,2.302585092994046
38.0,3,11,9.0,2,6,0,4,1,0.0,0.0,45.0,0,0,3,0,0.0,1,3,2.302585092994046
34.0,3,11,9.0,4,11,1,4,0,0.0,0.0,35.0,0,0,3,1,0.0,0,3,2.302585092994046
22.0,3,15,10.0,4,3,3,4,1,0.0,0.0,40.0,0,3,3,1,0.0,0,3,2.3978952727983707
30.0,3,5,4.5,5,5,1,4,1,0.0,0.0,40.0,0,0,3,1,0.0,0,3,1.7047480922384253
61.0,3,5,4.5,2,13,0,4,1,0.0,0.0,32.5,0,1,3,0,0.0,0,3,1.7047480922384253
36.0,3,11,9.0,0,3,4,4,1,0.0,0.0,40.0,0,0,3,1,0.0,0,3,2.302585092994046
51.0,4,8,11.0,2,3,0,4,1,0.0,0.0,40.0,0,1,4,0,0.0,0,3,2.4849066497880004
43.0,3,4,4.5,2,6,5,1,0,0.0,0.0,40.0,1,0,3,0,0.0,0,4,1.7047480922384253
54.0,0,15,10.0,2,10,0,4,1,0.0,0.0,48.0,1,1,0,0,0.0,1,3,2.3978952727983707
63.0,3,11,9.0,6,9,1,4,0,0.0,0.0,32.5,0,1,3,1,0.0,0,3,2.302585092994046
51.0,3,15,10.0,2,3,0,4,1,0.0,0.0,40.0,1,1,3,0,0.0,0,3,2.3978952727983707
63.0,5,0,6.0,2,6,0,4,1,0.0,0.0,40.0,0,1,5,0,0.0,0,3,1.9459101490553132
51.0,1,12,14.0,2,9,0,4,1,0.0,0.0,52.5,1,1,1,0,0.0,1,3,2.70805020110221
27.0,3,11,9.0,0,11,3,4,0,0.0,0.0,35.0,0,0,3,1,0.0,0,3,2.302585092994046
35.0,3,7,12.0,2,12,0,4,1,0.0,0.0,40.0,1,0,3,0,0.0,0,3,2.5649493574615367
31.0,8,9,13.0,2,14,5,4,0,0.0,0.0,32.5,1,0,8,0,0.0,0,3,2.6390573296152584
46.0,5,11,9.0,5,2,4,4,1,0.0,0.0,40.0,0,1,5,1,0.0,0,3,2.302585092994046
53.0,3,8,11.0,2,2,0,2,1,0.0,0.0,40.0,1,1,3,0,0.0,0,3,2.4849066497880004
26.0,0,15,10.0,0,0,3,4,1,0.0,0.0,32.5,0,0,0,1,0.0,0,3,2.3978952727983707
43.0,3,11,9.0,4,6,3,4,1,0.0,0.0,40.0,0,0,3,1,0.0,0,3,2.302585092994046
39.0,3,11,9.0,2,11,0,4,1,0.0,0.0,50.0,1,0,3,0,0.0,1,3,2.302585092994046
50.0,0,11,9.0,0,9,1,4,1,0.0,0.0,40.0,0,1,0,1,0.0,0,3,2.302585092994046
54.0,0,11,9.0,2,0,0,4,1,0.0,0.0,40.0,1,1,0,0,0.0,0,3,2.302585092994046
62.0,8,15,10.0,2,14,5,4,0,0.0,0.0,45.0,1,1,8,0,0.0,1,3,2.3978952727983707
57.0,6,15,10.0,0,9,4,4,0,0.0,0.0,40.0,0,1,6,1,0.0,0,3,2.3978952727983707
19.0,8,15,10.0,4,14,3,2,1,0.0,0.0,32.5,0,3,8,1,0.0,0,3,2.3978952727983707
29.0,1,11,9.0,4,7,3,4,1,0.0,0.0,32.5,0,0,1,1,0.0,0,3,2.302585092994046
20.0,3,11,9.0,4,2,2,2,1,0.0,0.0,40.0,0,3,3,1,0.0,0,3,2.302585092994046
53.0,3,9,13.0,2,3,0,4,1,0.0,0.0,52.5,1,1,3,0,0.0,1,3,2.6390573296152584
18.0,8,15,10.0,4,14,3,4,1,0.0,0.0,40.0,0,3,8,1,0.0,0,3,2.3978952727983707
22.0,8,15,10.0,4,14,3,4,1,0.0,0.0,40.0,0,3,8,1,0.0,0,3,2.3978952727983707
23.0,3,11,9.0,4,7,1,4,1,0.0,0.0,40.0,0,3,3,1,0.0,0,4,2.302585092994046
69.0,3,1,7.0,2,0,0,4,1,0.0,0.0,32.5,0,2,3,0,0.0,0,3,2.0794415416798357
56.0,3,5,4.5,2,5,0,4,1,0.0,0.0,40.0,0,1,3,0,0.0,0,3,1.7047480922384253
53.0,1,9,13.0,2,9,0,2,1,0.0,0.0,35.0,0,1,1,0,0.0,0,3,2.6390573296152584
28.0,3,11,9.0,4,0,1,4,1,0.0,0.0,40.0,0,0,3,1,0.0,0,3,2.302585092994046
28.0,3,9,13.0,2,7,0,2,1,0.0,0.0,40.0,0,0,3,0,0.0,0,3,2.6390573296152584
33.0,4,11,9.0,2,3,0,1,1,0.0,0.0,52.5,1,0,4,0,0.0,1,4,2.302585092994046
48.0,3,11,9.0,0,11,4,4,0,0.0,0.0,32.5,0,1,3,1,0.0,0,3,2.302585092994046
61.0,3,11,9.0,2,2,0,4,1,0.0,0.0,40.0,1,1,3,0,0.0,0,3,2.302585092994046
49.0,3,9,13.0,2,9,0,4,1,0.0,0.0,45.0,0,1,3,0,0.0,1,3,2.6390573296152584
48.0,3,15,10.0,2,3,0,4,1,0.0,0.0,40.0,0,1,3,0,0.0,0,3,2.3978952727983707
32.0,3,5,4.5,2,2,0,4,1,0.0,0.0,40.0,0,0,3,0,0.0,0,3,1.7047480922384253
51.0,3,11,9.0,2,2,0,4,1,0.0,0.0,40.0,1,1,3,0,0.0,0,3,2.302585092994046
27.0,8,9,13.0,4,14,1,4,1,0.0,0.0,40.0,0,0,8,1,0.0,0,3,2.6390573296152584
19.0,3,15,10.0,4,7,3,4,1,0.0,0.0,32.5,0,3,3,1,0.0,0,3,2.3978952727983707
47.0,3,11,9.0,2,9,0,4,1,0.0,0.0,50.0,0,1,3,0,0.0,1,3,2.302585092994046
25.0,3,9,13.0,4,13,3,4,1,0.0,0.0,52.5,0,3,3,1,0.0,1,3,2.6390573296152584
72.0,3,15,10.0,2,10,0,2,1,0.0,0.0,40.0,0,2,3,0,0.0,0,3,2.3978952727983707
29.0,3,1,7.0,0,2,1,4,1,0.0,0.0,40.0,0,0,3,1,0.0,0,3,2.0794415416798357
22.0,3,11,9.0,4,0,3,4,0,0.0,0.0,40.0,0,3,3,1,0.0,0,3,2.302585092994046
57.0,3,11,9.0,2,7,0,2,1,0.0,0.0,48.0,0,1,3,0,0.0,1,4,2.302585092994046
50.0,3,7,12.0,2,0,0,4,1,0.0,0.0,52.5,0,1,3,0,0.0,1,4,2.5649493574615367
45.0,4,15,10.0,2,11,0,4,1,0.0,0.0,32.5,0,0,4,0,0.0,0,3,2.3978952727983707
52.0,3,15,10.0,0,9,1,4,1,0.0,0.0,40.0,1,1,3,1,0.0,0,3,2.3978952727983707
53.0,3,12,14.0,2,3,0,4,1,0.0,0.0,48.0,1,1,3,0,0.0,1,3,2.70805020110221
36.0,3,11,9.0,2,5,0,4,1,0.0,0.0,48.0,0,0,3,0,0.0,1,3,2.302585092994046
46.0,3,11,9.0,2,2,0,4,1,0.0,0.0,40.0,1,1,3,0,0.0,0,3,2.302585092994046
20.0,3,11,9.0,4,11,3,4,0,0.0,0.0,32.5,0,3,3,1,0.0,0,3,2.302585092994046
75.0,3,4,4.5,6,7,4,2,1,0.0,0.0,32.5,0,2,3,1,0.0,0,3,1.7047480922384253
32.0,1,11,9.0,2,2,0,4,1,0.0,0.0,40.0,1,0,1,0,0.0,0,3,2.302585092994046
28.0,3,11,9.0,2,2,0,4,1,0.0,0.0,40.0,0,0,3,0,0.0,0,3,2.302585092994046
53.0,3,12,14.0,0,9,1,4,0,0.0,0.0,40.0,0,1,3,1,0.0,0,3,2.70805020110221
17.0,3,1,7.0,4,11,3,4,0,0.0,0.0,35.0,0,3,3,1,0.0,0,3,2.0794415416798357
46.0,6,8,11.0,0,0,4,4,0,0.0,0.0,38.0,0,1,6,1,0.0,0,3,2.4849066497880004
39.0,3,7,12.0,5,9,1,4,0,0.0,0.0,32.5,0,0,3,1,0.0,0,3,2.5649493574615367
38.0,3,15,10.0,0,2,4,4,1,0.0,0.0,40.0,0,0,3,1,0.0,0,3,2.3978952727983707
36.0,3,11,9.0,2,6,0,4,1,0.0,0.0,52.5,0,0,3,0,0.0,1,3,2.302585092994046
63.0,1,9,13.0,4,9,1,2,0,0.0,0.0,32.5,0,1,1,1,0.0,0,3,2.6390573296152584
28.0,3,3,4.5,2,6,0,4,1,0.0,0.0,43.0,0,0,3,0,0.0,1,1,1.7047480922384253
28.0,8,9,13.0,4,14,3,4,1,0.0,0.0,45.0,0,0,8,1,0.0,1,3,2.6390573296152584
49.0,3,11,9.0,4,0,4,4,0,0.0,0.0,35.0,0,1,3,1,0.0,0,3,2.302585092994046
